1996/01,172270000000000000000000000000,28711666666666666666666666666.66667,6
1996/02,1452687000000000000000000000000,96845800000000000000000000000.00000,15
1996/03,1309432000000000000000000000000,77025411764705882352941176470.58824,17
1996/04,1951654000000000000000000000000,81318916666666666666666666666.66667,24
1996/05,9340712000000000000000000000000,345952296296296296296296296296.29630,27
1996/06,2343300000000000000000000000000,167378571428571428571428571428.57143,14
1996/07,14175500000000000000000000000000,746078947368421052631578947368.42105,19
1996/08,46212470000000000000000000000000,1444139687500000000000000000000.00000,32
1996/09,530900000000000000000000000000,35393333333333333333333333333.33333,15
1996/10,9818563000000000000000000000000,516766473684210526315789473684.21053,19
1996/11,37559640000000000000000000000000,1502385600000000000000000000000.00000,25
1996/12,15642370000000000000000000000000,319232040816326530612244897959.18367,49
1997/01,1951440000000000000000000000000,81310000000000000000000000000.00000,24
1997/02,25064190000000000000000000000000,696227500000000000000000000000.00000,36
1997/03,6462960000000000000000000000000,293770909090909090909090909090.90909,22
1997/04,51608270000000000000000000000000,1323288974358974358974358974358.97436,39
1997/05,24242330000000000000000000000000,606058250000000000000000000000.00000,40
1997/06,6351250000000000000000000000000,167138157894736842105263157894.73684,38
1997/07,19439230000000000000000000000000,462838809523809523809523809523.80952,42
1997/08,8367470000000000000000000000000,199225476190476190476190476190.47619,42
1997/09,74155500000000000000000000000000,1300973684210526315789473684210.52632,57
1997/10,118121625000000000000000000000000,2147665909090909090909090909090.90909,55
1997/11,202257500000000000000000000000000,3548377192982456140350877192982.45614,57
1997/12,40672000000000000000000000000000,813440000000000000000000000000.00000,50
1998/01,88731280000000000000000000000000,1386426250000000000000000000000.00000,64
1998/02,34493200000000000000000000000000,453857894736842105263157894736.84211,76
1998/03,584802200000000000000000000000000,8860639393939393939393939393939.39394,66
1998/04,990409700000000000000000000000000,11790591666666666666666666666666.66667,84
1998/05,1118886980000000000000000000000000,11188869800000000000000000000000.00000,100
1998/06,490184550000000000000000000000000,4901845500000000000000000000000.00000,100
1998/10,52398700000000000000000000000000,1871382142857142857142857142857.14286,28
1998/11,561359430000000000000000000000000,5728157448979591836734693877551.02041,98
1998/12,173234470000000000000000000000000,2165430875000000000000000000000.00000,80
1999/02,39255020000000000000000000000000,613359687500000000000000000000.00000,64
1999/03,67155510000000000000000000000000,729951195652173913043478260869.56522,92
1999/04,356298800000000000000000000000000,3125428070175438596491228070175.43860,114
1999/05,413742200000000000000000000000000,3536258119658119658119658119658.11966,117
1999/06,826517150000000000000000000000000,5473623509933774834437086092715.23179,151
1999/07,432450500000000000000000000000000,2845069078947368421052631578947.36842,152
1999/08,428638900000000000000000000000000,3272052671755725190839694656488.54962,131
1999/09,546222900000000000000000000000000,4590108403361344537815126050420.16807,119
1999/10,224205500000000000000000000000000,2463796703296703296703296703296.70330,91
1999/11,131704840000000000000000000000000,1317048400000000000000000000000.00000,100
1999/12,220668510000000000000000000000000,2101604857142857142857142857142.85714,105
2000/01,247127520000000000000000000000000,2331391698113207547169811320754.71698,106
2000/02,374359100000000000000000000000000,3068517213114754098360655737704.91803,122
2000/03,448714700000000000000000000000000,2932775816993464052287581699346.40523,153
2000/04,322923941000000000000000000000000,2522843289062500000000000000000.00000,128
2000/05,1097203000000000000000000000000000,7893546762589928057553956834532.37410,139
2000/06,736875000000000000000000000000000,5226063829787234042553191489361.70213,141
2000/07,828565500000000000000000000000000,6324927480916030534351145038167.93893,131
2000/08,457453490000000000000000000000000,2951312838709677419354838709677.41935,155
2000/09,544690900000000000000000000000000,3918639568345323741007194244604.31655,139
2000/10,582235500000000000000000000000000,5545100000000000000000000000000.00000,105
2000/11,1940453200000000000000000000000000,13475369444444444444444444444444.44444,144
2000/12,399211800000000000000000000000000,3838575000000000000000000000000.00000,104
2001/01,696762490000000000000000000000000,5758367685950413223140495867768.59504,121
2001/02,278669400000000000000000000000000,2964568085106382978723404255319.14894,94
2001/03,337430390000000000000000000000000,2032713192771084337349397590361.44578,166
2001/04,3169668740000000000000000000000000,23654244328358208955223880597014.92537,134
2001/05,606361800000000000000000000000000,3789761250000000000000000000000.00000,160
2001/06,626540800000000000000000000000000,4933392125984251968503937007874.01575,127
2001/07,159121800000000000000000000000000,2486278125000000000000000000000.00000,64
2001/08,403042300000000000000000000000000,3224338400000000000000000000000.00000,125
2001/09,1231687430000000000000000000000000,7038213885714285714285714285714.28571,175
2001/10,1025945600000000000000000000000000,6534685350318471337579617834394.90446,157
2001/11,1113771600000000000000000000000000,12950832558139534883720930232558.13953,86
2001/12,1578677900000000000000000000000000,13155649166666666666666666666666.66667,120
2002/01,1436828810000000000000000000000000,12603761491228070175438596491228.07018,114
2002/02,270053500000000000000000000000000,3462224358974358974358974358974.35897,78
2002/03,1490710660000000000000000000000000,9259072422360248447204968944099.37888,161
2002/04,3359052400000000000000000000000000,21532387179487179487179487179487.17949,156
2002/05,914608100000000000000000000000000,6579914388489208633093525179856.11511,139
2002/06,365754200000000000000000000000000,4063935555555555555555555555555.55556,90
2002/07,2666498132000000000000000000000000,19899239791044776119402985074626.86567,134
2002/08,1869264800000000000000000000000000,12981005555555555555555555555555.55556,144
2002/09,454737600000000000000000000000000,3114641095890410958904109589041.09589,146
2002/10,1274118500000000000000000000000000,8064041139240506329113924050632.91139,158
2002/11,673500200000000000000000000000000,6943301030927835051546391752577.31959,97
2002/12,476833800000000000000000000000000,6811911428571428571428571428571.42857,70
2003/01,451625400000000000000000000000000,3763545000000000000000000000000.00000,120
2003/02,654662780000000000000000000000000,8613983947368421052631578947368.42105,76
2003/03,420919600000000000000000000000000,4295097959183673469387755102040.81633,98
2003/04,349041200000000000000000000000000,2748355905511811023622047244094.48819,127
2003/05,622729400000000000000000000000000,5930756190476190476190476190476.19048,105
2003/06,968652000000000000000000000000000,15623419354838709677419354838709.67742,62
2003/07,42497300000000000000000000000000,849946000000000000000000000000.00000,50
2003/08,77136000000000000000000000000000,1224380952380952380952380952380.95238,63
2003/09,131896980000000000000000000000000,1884242571428571428571428571428.57143,70
2003/10,4192801100000000000000000000000000,46586678888888888888888888888888.88889,90
2003/11,3901916100000000000000000000000000,55741658571428571428571428571428.57143,70
2003/12,172490700000000000000000000000000,4011411627906976744186046511627.90698,43
2004/01,791110500000000000000000000000000,12361101562500000000000000000000.00000,64
2004/02,80521380000000000000000000000000,1184137941176470588235294117647.05882,68
2004/03,76661900000000000000000000000000,1050163013698630136986301369863.01370,73
2004/04,333019310000000000000000000000000,4324926103896103896103896103896.10390,77
2004/05,72326710000000000000000000000000,657515545454545454545454545454.54545,110
2004/06,203050370000000000000000000000000,2417266309523809523809523809523.80952,84
2004/07,1172598400000000000000000000000000,11965289795918367346938775510204.08163,98
2004/08,103864396000000000000000000000000,1790765448275862068965517241379.31034,58
2004/09,315400000000000000000000000000000,6710638297872340425531914893617.02128,47
2004/10,63094420000000000000000000000000,808902820512820512820512820512.82051,78
2004/11,1195348300000000000000000000000000,17578651470588235294117647058823.52941,68
2004/12,285892300000000000000000000000000,4929177586206896551724137931034.48276,58
2005/01,2724890400000000000000000000000000,32439171428571428571428571428571.42857,84
2005/02,347171113000000000000000000000000,5181658402985074626865671641791.04478,67
2005/03,134928670000000000000000000000000,1752320389610389610389610389610.38961,77
2005/04,121915510000000000000000000000000,1543234303797468354430379746835.44304,79
2005/05,530159580000000000000000000000000,4733567678571428571428571428571.42857,112
2005/06,233007430000000000000000000000000,2807318433734939759036144578313.25301,83
2005/07,1678154500000000000000000000000000,14720653508771929824561403508771.92982,114
2005/08,870396290000000000000000000000000,10879953625000000000000000000000.00000,80
2005/09,6322709352000000000000000000000000,107164565288135593220338983050847.45763,59
2005/10,12535207000000000000000000000000,329873868421052631578947368421.05263,38
2005/11,20518600000000000000000000000000,455968888888888888888888888888.88889,45
2005/12,174749730000000000000000000000000,2427079583333333333333333333333.33333,72
2006/01,74814970000000000000000000000000,1068785285714285714285714285714.28571,70
2006/02,21342610000000000000000000000000,711420333333333333333333333333.33333,30
2006/03,12209900000000000000000000000000,313074358974358974358974358974.35897,39
2006/04,29230810000000000000000000000000,541311296296296296296296296296.29630,54
2006/05,47834406600000000000000000000000,590548229629629629629629629629.62963,81
2006/06,12049554000000000000000000000000,207750931034482758620689655172.41379,58
2006/07,90007985000000000000000000000000,1250110902777777777777777777777.77778,72
2006/08,74557224000000000000000000000000,1521576000000000000000000000000.00000,49
2006/09,17179660000000000000000000000000,330378076923076923076923076923.07692,52
2006/10,8845470000000000000000000000000,232775526315789473684210526315.78947,38
2006/11,209433640000000000000000000000000,3674274385964912280701754385964.91228,57
2006/12,230887130000000000000000000000000,6596775142857142857142857142857.14286,35
2007/01,131175970000000000000000000000000,2082158253968253968253968253968.25397,63
2007/02,19194223000000000000000000000000,468151780487804878048780487804.87805,41
2007/03,5622033700000000000000000000000,93700561666666666666666666666.66667,60
2007/04,2994883000000000000000000000000,45377015151515151515151515151.51515,66
2007/05,24157586000000000000000000000000,396026000000000000000000000000.00000,61
2007/06,9470630000000000000000000000000,157843833333333333333333333333.33333,60
2007/07,11052489000000000000000000000000,208537528301886792452830188679.24528,53
2007/08,2204100000000000000000000000000,48980000000000000000000000000.00000,45
2007/09,1121060000000000000000000000000,35033125000000000000000000000.00000,32
2007/10,2417600000000000000000000000000,92984615384615384615384615384.61538,26
2007/11,3664500000000000000000000000000,244300000000000000000000000000.00000,15
2007/12,44710710000000000000000000000000,1788428400000000000000000000000.00000,25
2008/01,19153920000000000000000000000000,563350588235294117647058823529.41176,34
2008/02,4696340000000000000000000000000,195680833333333333333333333333.33333,24
2008/03,18001310000000000000000000000000,620734827586206896551724137931.03448,29
2008/04,30723090000000000000000000000000,1059416896551724137931034482758.62069,29
2008/05,3010650000000000000000000000000,150532500000000000000000000000.00000,20
2008/06,2554510000000000000000000000000,116114090909090909090909090909.09091,22
2008/07,1571410000000000000000000000000,92435882352941176470588235294.11765,17
2008/08,1595800000000000000000000000000,83989473684210526315789473684.21053,19
2008/09,278720000000000000000000000000,39817142857142857142857142857.14286,7
2008/10,2629100000000000000000000000000,146061111111111111111111111111.11111,18
2008/11,4027990000000000000000000000000,211999473684210526315789473684.21053,19
2008/12,21851000000000000000000000000000,993227272727272727272727272727.27273,22
2009/01,3829000000000000000000000000000,191450000000000000000000000000.00000,20
2009/02,2867700000000000000000000000000,168688235294117647058823529411.76471,17
2009/03,617430000000000000000000000000,34301666666666666666666666666.66667,18
2009/04,3237600000000000000000000000000,170400000000000000000000000000.00000,19
2009/05,2740200000000000000000000000000,161188235294117647058823529411.76471,17
2009/06,3216000000000000000000000000000,119111111111111111111111111111.11111,27
2009/07,85250500000000000000000000000000,6089321428571428571428571428571.42857,14
2009/08,2187000000000000000000000000000,136687500000000000000000000000.00000,16
2009/09,2444706000000000000000000000000,78861483870967741935483870967.74194,31
2009/10,5024820000000000000000000000000,193262307692307692307692307692.30769,26
2009/11,6870750000000000000000000000000,245383928571428571428571428571.42857,28
2009/12,9877800000000000000000000000000,318638709677419354838709677419.35484,31
2010/01,6701000000000000000000000000000,209406250000000000000000000000.00000,32
2010/02,60662500000000000000000000000000,1444345238095238095238095238095.23810,42
2010/03,98031550000000000000000000000000,2131120652173913043478260869565.21739,46
2010/04,31453930000000000000000000000000,629078600000000000000000000000.00000,50
2010/05,25778340000000000000000000000000,505457647058823529411764705882.35294,51
2010/06,26760643000000000000000000000000,411702200000000000000000000000.00000,65
2010/07,19619670000000000000000000000000,363327222222222222222222222222.22222,54
2010/08,275760700000000000000000000000000,5627769387755102040816326530612.24490,49
2010/09,70794100000000000000000000000000,1608956818181818181818181818181.81818,44
2010/10,32547000000000000000000000000000,678062500000000000000000000000.00000,48
2010/11,29179107000000000000000000000000,347370321428571428571428571428.57143,84
2010/12,74973030000000000000000000000000,1102544558823529411764705882352.94118,68
2011/01,63558500000000000000000000000000,1095836206896551724137931034482.75862,58
2011/02,81239124000000000000000000000000,1532813660377358490566037735849.05660,53
2011/03,516771250000000000000000000000000,4875200471698113207547169811320.75472,106
2011/04,123075036000000000000000000000000,946731046153846153846153846153.84615,130
2011/05,254991500000000000000000000000000,2142785714285714285714285714285.71429,119
2011/06,913203484000000000000000000000000,8952975333333333333333333333333.33333,102
2011/07,74033940000000000000000000000000,831842022471910112359550561797.75281,89
2011/08,380125000000000000000000000000000,4525297619047619047619047619047.61905,84
2011/09,1103898932000000000000000000000000,7560951589041095890410958904109.58904,146
2011/10,393153690000000000000000000000000,2730233958333333333333333333333.33333,144
2011/11,511084900000000000000000000000000,3871855303030303030303030303030.30303,132
2011/12,266756900000000000000000000000000,2051976153846153846153846153846.15385,130
2012/01,2321748000000000000000000000000000,21300440366972477064220183486238.53211,109
2012/02,156484110000000000000000000000000,1840989529411764705882352941176.47059,85
2012/03,2118013200000000000000000000000000,17080751612903225806451612903225.80645,124
2012/04,373258280000000000000000000000000,2704770144927536231884057971014.49275,138
2012/05,609729960000000000000000000000000,4917177096774193548387096774193.54839,124
2012/06,417852630000000000000000000000000,2628003962264150943396226415094.33962,159
2012/07,1510312510000000000000000000000000,8119959731182795698924731182795.69892,186
2012/08,440480100000000000000000000000000,2637605389221556886227544910179.64072,167
2012/09,396878480000000000000000000000000,2663613959731543624161073825503.35570,149
2012/10,171163100000000000000000000000000,1782948958333333333333333333333.33333,96
2012/11,373117600000000000000000000000000,2470977483443708609271523178807.94702,151
2012/12,141654576000000000000000000000000,869046478527607361963190184049.07975,163
2013/01,118891420000000000000000000000000,733897654320987654320987654320.98765,162
2013/02,355833170000000000000000000000000,2940770000000000000000000000000.00000,121
2013/03,365838710000000000000000000000000,3484178190476190476190476190476.19048,105
2013/04,307197460000000000000000000000000,2148233986013986013986013986013.98601,143
2013/05,1367356500000000000000000000000000,7858370689655172413793103448275.86207,174
2013/06,530875400000000000000000000000000,4537396581196581196581196581196.58120,117
2013/07,68451000000000000000000000000000,3602684210526315789473684210526.31579,19
2013/08,0,0,0
2013/09,214347000000000000000000000000000,5496076923076923076923076923076.92308,39
2013/10,559021800000000000000000000000000,2726935609756097560975609756097.56098,205
2013/11,601086920000000000000000000000000,3535805411764705882352941176470.58824,170
2013/12,517457670000000000000000000000000,2587288350000000000000000000000.00000,200
2014/01,915886970000000000000000000000000,5233639828571428571428571428571.42857,175
2014/02,996963150000000000000000000000000,6782062244897959183673469387755.10204,147
2014/03,396928640000000000000000000000000,2242534689265536723163841807909.60452,177
2014/04,445454276000000000000000000000000,2560082045977011494252873563218.39080,174
2014/05,389578510000000000000000000000000,2188643314606741573033707865168.53933,178
2014/06,575537590000000000000000000000000,2807500439024390243902439024390.24390,205
2014/07,195273840000000000000000000000000,1346716137931034482758620689655.17241,145
2014/08,191106413000000000000000000000000,1493018851562500000000000000000.00000,128
2014/09,1036148670000000000000000000000000,7970374384615384615384615384615.38462,130
2014/10,308012349000000000000000000000000,1833406839285714285714285714285.71429,168
2014/11,422778617000000000000000000000000,2236923899470899470899470899470.89947,189
2014/12,679589520000000000000000000000000,4169260858895705521472392638036.80982,163
2015/01,84830260000000000000000000000000,785465370370370370370370370370.37037,108
2015/02,351751780000000000000000000000000,3702650315789473684210526315789.47368,95
2015/03,980870790000000000000000000000000,7846966320000000000000000000000.00000,125
2015/04,575854060000000000000000000000000,3944205890410958904109589041095.89041,146
2015/05,626917620000000000000000000000000,4323569793103448275862068965517.24138,145
2015/06,1285922490000000000000000000000000,12246880857142857142857142857142.85714,105
2015/07,238755639000000000000000000000000,2131746776785714285714285714285.71429,112
2015/08,179410690000000000000000000000000,1741851359223300970873786407766.99029,103
2015/09,261883854000000000000000000000000,2277250904347826086956521739130.43478,115
2015/10,216100700000000000000000000000000,1929470535714285714285714285714.28571,112
2015/11,833461300000000000000000000000000,8504707142857142857142857142857.14286,98
2015/12,275872980000000000000000000000000,2578252149532710280373831775700.93458,107
2016/01,308761590000000000000000000000000,3183109175257731958762886597938.14433,97
2016/02,60155200000000000000000000000000,613828571428571428571428571428.57143,98
2016/03,84585762300000000000000000000000,1044268670370370370370370370370.37037,81
2016/04,101849164000000000000000000000000,1357988853333333333333333333333.33333,75
2016/05,110805011000000000000000000000000,1097079316831683168316831683168.31683,101
2016/06,66048000000000000000000000000000,869052631578947368421052631578.94737,76
2016/07,102415390000000000000000000000000,1506108676470588235294117647058.82353,68
2016/08,29075020000000000000000000000000,519196785714285714285714285714.28571,56
2016/09,75925700000000000000000000000000,1205169841269841269841269841269.84127,63
2016/10,99580000000000000000000000000000,1716896551724137931034482758620.68966,58
2016/11,30503000000000000000000000000000,564870370370370370370370370370.37037,54
2016/12,23082590000000000000000000000000,536804418604651162790697674418.60465,43
2017/01,26135420000000000000000000000000,593986818181818181818181818181.81818,44
2017/02,10147400000000000000000000000000,260189743589743589743589743589.74359,39
2017/03,26854670000000000000000000000000,926023103448275862068965517241.37931,29
2017/04,215703302200000000000000000000000,3268231851515151515151515151515.15152,66
2017/05,14418700000000000000000000000000,306780851063829787234042553191.48936,47
2017/06,47611296000000000000000000000000,1107239441860465116279069767441.86047,43
2017/07,709657600000000000000000000000000,13647261538461538461538461538461.53846,52
2017/08,20713440000000000000000000000000,481707906976744186046511627906.97674,43
2017/09,3132023390000000000000000000000000,61412223333333333333333333333333.33333,51
2017/10,0,0,0
2017/11,14694610000000000000000000000000,506710689655172413793103448275.86207,29
2017/12,2399890000000000000000000000000,82754827586206896551724137931.03448,29
2018/01,2822946000000000000000000000000,156830333333333333333333333333.33333,18
2018/02,14319960000000000000000000000000,842350588235294117647058823529.41176,17
2018/03,7007704000000000000000000000000,233590133333333333333333333333.33333,30
2018/04,1426120000000000000000000000000,44566250000000000000000000000.00000,32
2018/05,4599950000000000000000000000000,191664583333333333333333333333.33333,24
2018/06,2467240000000000000000000000000,94893846153846153846153846153.84615,26
2018/07,11317270000000000000000000000000,665721764705882352941176470588.23529,17
2018/08,1098290000000000000000000000000,42241923076923076923076923076.92308,26
2018/09,946800000000000000000000000000,55694117647058823529411764705.88235,17
2018/10,1678712000000000000000000000000,62174518518518518518518518518.51852,27
2018/11,333980000000000000000000000000,15903809523809523809523809523.80952,21
2018/12,2041680000000000000000000000000,127605000000000000000000000000.00000,16
2019/01,1745585000000000000000000000000,62342321428571428571428571428.57143,28
2019/02,1778450000000000000000000000000,161677272727272727272727272727.27273,11
2019/03,4468430000000000000000000000000,124123055555555555555555555555.55556,36
2019/04,10814450000000000000000000000000,372912068965517241379310344827.58621,29
2019/05,24784800000000000000000000000000,635507692307692307692307692307.69231,39
2019/06,942500000000000000000000000000,62833333333333333333333333333.33333,15
2019/07,1495740000000000000000000000000,74787000000000000000000000000.00000,20
2019/08,0,0,0
2019/09,21900000000000000000000000000,10950000000000000000000000000.00000,2
2019/10,0,0,0
2019/11,0,0,0
2019/12,0,0,0
2020/01,0,0,0
2020/02,0,0,0
2020/03,1490000000000000000000000000,745000000000000000000000000.00000,2
2020/04,0,0,0
2020/05,0,0,0
2020/06,0,0,0
2020/07,0,0,0
2020/08,0,0,0
2020/09,430800000000000000000000000000,143600000000000000000000000000.00000,3
2020/10,0,0,0
2020/11,0,0,0
2020/12,0,0,0
2021/01,0,0,0
2021/02,0,0,0
2021/03,304000000000000000000000000000,76000000000000000000000000000.00000,4
2021/04,0,0,0
2021/05,0,0,0
2021/06,0,0,0
2021/07,0,0,0
2021/08,0,0,0
2021/09,5000400000000000000000000000000,294141176470588235294117647058.82353,17
2021/10,0,0,0
2021/11,0,0,0
2021/12,0,0,0
2022/01,0,0,0
2022/02,0,0,0
2022/03,3886000000000000000000000000000,431777777777777777777777777777.77778,9
2022/04,0,0,0
2022/05,0,0,0
2022/06,0,0,0
2022/07,0,0,0
2022/08,0,0,0
2022/09,8293600000000000000000000000000,592400000000000000000000000000.00000,14
2022/10,0,0,0
2022/11,0,0,0
2022/12,0,0,0
2023/01,0,0,0
2023/02,0,0,0
2023/03,182494400000000000000000000000000,8295200000000000000000000000000.00000,22
2023/04,0,0,0
2023/05,0,0,0
2023/06,0,0,0
2023/07,0,0,0
2023/08,0,0,0
2023/09,281953300000000000000000000000000,23496108333333333333333333333333.33333,12
2023/10,0,0,0
2023/11,0,0,0
2023/12,0,0,0
2024/01,481238000000000000000000000000000,5661623529411764705882352941176.47059,85
2024/02,3123571550000000000000000000000000,20823810333333333333333333333333.33333,150
2024/03,641465290000000000000000000000000,4716656544117647058823529411764.70588,136
2024/04,738255400000000000000000000000000,3969115053763440860215053763440.86022,186
2024/05,4061401600000000000000000000000000,23750886549707602339181286549707.60234,171
2024/06,1528682340000000000000000000000000,10997714676258992805755395683453.23741,139
2024/07,870665900000000000000000000000000,5441661875000000000000000000000.00000,160
2024/08,777845820000000000000000000000000,4522359418604651162790697674418.60465,172
2024/09,2053184200000000000000000000000000,17399866101694915254237288135593.22034,118
2024/10,3001803700000000000000000000000000,25877618103448275862068965517241.37931,116
2024/11,804414450000000000000000000000000,6003092910447761194029850746268.65672,134
2024/12,744484880000000000000000000000000,3430805898617511520737327188940.09217,217
2025/01,0,0,0
2025/02,0,0,0
2025/03,0,0,0
2025/04,0,0,0
2025/05,0,0,0
2025/06,0,0,0
2025/07,0,0,0
2025/08,0,0,0
2025/09,0,0,0
2025/10,0,0,0
2025/11,0,0,0
2025/12,0,0,0
2026/01,0,0,0
2026/02,0,0,0
